סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
2006 ,כנות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,71 ,11 ,15 ,23 ,5 ,8 ,9
2008 ,שדה יצחק ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,619 ,48 ,120 ,220 ,91 ,63 ,77
2009 ,יובל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,818 ,57 ,138 ,365 ,90 ,60 ,108
2010 ,כפר בן נון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,832 ,69 ,210 ,238 ,139 ,60 ,116
2011 ,ינון ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1164 ,104 ,240 ,404 ,133 ,129 ,154
2012 ,אורות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,620 ,49 ,106 ,202 ,66 ,75 ,122
2013 ,בן שמן )מושב( ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,922 ,65 ,218 ,268 ,148 ,91 ,132
2014 ,גבעולים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,526 ,63 ,134 ,184 ,59 ,29 ,57
2015 ,שדי חמד ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1060 ,81 ,215 ,326 ,187 ,98 ,153
2016 ,רוויה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,394 ,39 ,99 ,132 ,55 ,28 ,41
2018 ,גבעת חיים )איחוד( ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1522 ,115 ,337 ,407 ,224 ,108 ,331
2021 ,אשל הנשיא ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,138 ,12 ,18 ,55 ,20 ,16 ,17
2023 ,להב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,828 ,56 ,218 ,252 ,121 ,52 ,129
2024 ,אום אל-קוטוף ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1268 ,135 ,291 ,543 ,113 ,94 ,92
2026 ,ירדנה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,458 ,42 ,107 ,161 ,53 ,37 ,58
2029 ,מדרך עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,839 ,48 ,201 ,258 ,131 ,84 ,117
2030 ,מנוחה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,653 ,58 ,147 ,244 ,67 ,65 ,72
2033 ,בית חלקיה ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1070 ,171 ,385 ,354 ,57 ,43 ,60
2034 ,חצור הגלילית ,21 ,צפת ,21 ,צפת ,0 , ,11415 ,1336 ,2532 ,3973 ,1048 ,908 ,1618
2035 ,עדנים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,445 ,38 ,101 ,137 ,58 ,35 ,76
2038 ,ברקת ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,2168 ,332 ,581 ,791 ,146 ,152 ,166
2039 ,קרית יערים)מוסד( ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,51 ,6 ,16 ,13 ,5 ,2 ,9
2042 ,עין גדי ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,606 ,28 ,92 ,177 ,95 ,73 ,141
2043 ,בחן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1183 ,69 ,349 ,317 ,245 ,96 ,107
2044 ,מלילות ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,460 ,49 ,116 ,155 ,45 ,30 ,65
2045 ,נחלה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,765 ,66 ,204 ,248 ,98 ,58 ,91
2046 ,סגולה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,614 ,30 ,160 ,183 ,99 ,53 ,89
2047 ,ניר משה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,576 ,36 ,118 ,180 ,79 ,54 ,109
2048 ,ניר עקיבא ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,717 ,54 ,203 ,235 ,101 ,49 ,75
2049 ,שדה צבי ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,769 ,65 ,221 ,256 ,109 ,50 ,68
2050 ,תלמי ביל"ו ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,544 ,59 ,123 ,196 ,41 ,46 ,79
2051 ,רווחה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,615 ,66 ,136 ,208 ,63 ,61 ,81
2052 ,אביטל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,608 ,37 ,138 ,209 ,82 ,49 ,93
2053 ,פרזון ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,448 ,36 ,100 ,153 ,34 ,58 ,67
2054 ,מיטב ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,537 ,52 ,101 ,192 ,61 ,61 ,70
2055 ,מאור ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1705 ,159 ,451 ,581 ,243 ,139 ,132
2057 ,שדי תרומות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,610 ,68 ,110 ,222 ,75 ,61 ,74
2059 ,פעמי תש"ז ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,635 ,75 ,141 ,224 ,72 ,45 ,78
2060 ,ברוש ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,560 ,43 ,167 ,176 ,82 ,36 ,56
2061 ,תדהר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,755 ,60 ,239 ,267 ,89 ,52 ,48
2062 ,תאשור ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,457 ,43 ,88 ,169 ,41 ,51 ,65
2063 ,דישון ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,420 ,45 ,54 ,162 ,31 ,50 ,78
2064 ,זרועה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,585 ,61 ,156 ,195 ,62 ,54 ,57
2100 ,טירת כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,33760 ,3262 ,6255 ,11973 ,3651 ,2836 ,5783
2200 ,דימונה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,43080 ,3994 ,8192 ,15365 ,4790 ,3956 ,6783
2300 ,קרית טבעון ,31 ,חיפה ,31 ,חיפה ,0 , ,20636 ,1358 ,3779 ,6256 ,2781 ,1969 ,4493
2400 ,אור יהודה ,52 ,רמת גן ,52 ,רמת גן ,0 , ,41841 ,3975 ,8035 ,14608 ,4665 ,3809 ,6749
2500 ,נשר ,31 ,חיפה ,31 ,חיפה ,0 , ,25105 ,1406 ,3547 ,8387 ,3218 ,2694 ,5853
2530 ,באר יעקב ,43 ,רמלה ,43 ,רמלה ,0 , ,36808 ,4407 ,10134 ,13110 ,4072 ,1922 ,3163
2550 ,גדרה ,44 ,רחובות ,44 ,רחובות ,0 , ,31624 ,2554 ,7839 ,10554 ,4705 ,2405 ,3567
2560 ,ערד ,62 ,באר שבע ,62 ,באר שבע ,0 , ,35054 ,4509 ,7422 ,10891 ,3396 ,2734 ,6102
2600 ,אילת ,62 ,באר שבע ,63 ,אילת ,0 , ,70102 ,4063 ,10958 ,26042 ,10034 ,7687 ,11318
2610 ,בית שמש ,11 ,ירושלים ,13 ,בית שמש ,0 , ,190566 ,36641 ,61669 ,66066 ,11045 ,6524 ,8621
2620 ,קרית אונו ,52 ,רמת גן ,52 ,רמת גן ,0 , ,48090 ,3358 ,10282 ,14632 ,7318 ,3988 ,8512
2630 ,קרית גת ,61 ,אשקלון ,61 ,אשקלון ,0 , ,77027 ,9600 ,17089 ,27397 ,6708 ,5466 ,10767
2640 ,ראש העין ,42 ,פתח תקווה ,349 ,ראש העין ,0 , ,79203 ,8826 ,18516 ,28574 ,8316 ,6491 ,8480
2650 ,רמת השרון ,51 ,תל אביב ,57 ,הרצליה ,0 , ,53261 ,3020 ,10727 ,14333 ,8190 ,5091 ,11900
2660 ,יבנה ,44 ,רחובות ,44 ,רחובות ,0 , ,60020 ,6114 ,14793 ,20574 ,6510 ,3885 ,8144
2710 ,אום אל-פחם ,32 ,חדרה ,23 ,עפולה ,0 , ,61700 ,6242 ,14927 ,25730 ,6732 ,4518 ,3551
2720 ,טירה ,41 ,השרון ,41 ,נתניה ,0 , ,29335 ,2572 ,6097 ,12353 ,3264 ,2444 ,2605
2730 ,טייבה ,41 ,השרון ,41 ,נתניה ,0 , ,48456 ,4416 ,11259 ,20022 ,5415 ,3830 ,3514
2742 ,זבארגה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,17 ,0 ,0 ,1 ,5 ,11 ,0
2800 ,קרית שמונה ,21 ,צפת ,21 ,צפת ,0 , ,25935 ,1730 ,4114 ,10027 ,2855 ,2566 ,4643
3000 ,ירושלים ,11 ,ירושלים ,11 ,ירושלים ,0 , ,1098067 ,132038 ,274184 ,390328 ,97263 ,71842 ,132412
3400 ,חברון ,77 ,חברון ,11 ,ירושלים ,0 , ,590 ,69 ,193 ,220 ,37 ,27 ,44
3488 ,כפר עציון ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1108 ,113 ,384 ,353 ,124 ,32 ,102
3499 ,בר כוכבא ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,41 ,17 ,8 ,16 ,0 ,0 ,0
3555 ,נתיב הגדוד ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,242 ,22 ,52 ,78 ,34 ,7 ,49
3556 ,אלמוג ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,351 ,39 ,95 ,120 ,54 ,28 ,15
3557 ,קדומים ,73 ,טול כרם ,47 ,כפר סבא ,0 , ,4855 ,498 ,1544 ,1665 ,448 ,195 ,505
3558 ,תומר ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,394 ,53 ,92 ,128 ,29 ,16 ,76
3560 ,אלקנה ,73 ,טול כרם ,349 ,ראש העין ,0 , ,4687 ,589 ,1153 ,1645 ,435 ,221 ,644
3561 ,מגדל עוז ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,426 ,63 ,80 ,198 ,33 ,29 ,23
3563 ,תקוע ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,4948 ,561 ,1820 ,1691 ,410 ,173 ,293
3564 ,כוכב השחר ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2955 ,474 ,1044 ,1018 ,176 ,118 ,125
3565 ,רימונים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,736 ,64 ,182 ,266 ,90 ,63 ,71
3566 ,יפית ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,285 ,30 ,81 ,98 ,31 ,10 ,35
3567 ,סלעית ,73 ,טול כרם ,42 ,פתח תקוה ,72 ,שומרון ,1615 ,105 ,609 ,437 ,270 ,79 ,115
3568 ,ריחן ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,528 ,54 ,174 ,174 ,57 ,33 ,36
3569 ,מבוא דותן ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,887 ,177 ,313 ,288 ,43 ,19 ,47
3570 ,אריאל ,73 ,טול כרם ,48 ,אריאל ,0 , ,22044 ,1474 ,4045 ,7873 ,2604 ,2239 ,3809
3571 ,שבי שומרון ,72 ,שכם ,41 ,נתניה ,72 ,שומרון ,1158 ,181 ,368 ,392 ,79 ,31 ,107
3572 ,כפר תפוח ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,1542 ,253 ,550 ,560 ,82 ,27 ,70
3573 ,נוה צוף ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1494 ,197 ,425 ,543 ,111 ,71 ,147
3574 ,בית אל ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,6733 ,979 ,1874 ,2489 ,498 ,374 ,519
3575 ,בית חורון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1448 ,129 ,461 ,478 ,174 ,86 ,120
3576 ,מצפה יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,73 ,מטה בנימין ,2842 ,393 ,935 ,1026 ,180 ,116 ,192
3578 ,שדמות מחולה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,829 ,102 ,266 ,302 ,56 ,47 ,56
3579 ,אלון מורה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,2118 ,406 ,705 ,716 ,101 ,57 ,133
3598 ,ארגמן ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,179 ,17 ,39 ,57 ,18 ,10 ,38
3599 ,מחולה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,809 ,105 ,285 ,266 ,66 ,19 ,68
3601 ,קליה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,552 ,49 ,129 ,208 ,47 ,47 ,72
3602 ,ראש צורים ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1165 ,136 ,417 ,410 ,129 ,26 ,47
3603 ,הר גילה ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1665 ,105 ,465 ,574 ,245 ,89 ,187
3604 ,אלון שבות ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,3420 ,344 ,771 ,1304 ,342 ,263 ,396
3605 ,משואה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,457 ,94 ,105 ,158 ,47 ,8 ,45
3606 ,גלגל ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,227 ,24 ,47 ,80 ,21 ,26 ,29
3607 ,ייט"ב ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,299 ,46 ,88 ,91 ,29 ,17 ,28
3608 ,מעלה אפרים ,75 ,ירדן )יריחו( ,23 ,עפולה ,0 , ,1869 ,222 ,478 ,610 ,153 ,157 ,249
3609 ,חמרה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,288 ,38 ,78 ,91 ,35 ,10 ,36
3610 ,מצפה שלם ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,237 ,16 ,46 ,89 ,23 ,38 ,25
3611 ,קרית ארבע ,77 ,חברון ,11 ,ירושלים ,0 , ,8371 ,1001 ,2125 ,3050 ,724 ,459 ,1012
3612 ,בקעות ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,229 ,13 ,63 ,66 ,42 ,11 ,34
3613 ,גיתית ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,624 ,70 ,251 ,208 ,54 ,9 ,32
3614 ,מכורה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,236 ,19 ,67 ,75 ,28 ,11 ,36
3615 ,פצאל ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,455 ,61 ,109 ,149 ,50 ,11 ,75
3616 ,מעלה אדומים ,76 ,בית לחם ,11 ,ירושלים ,0 , ,40714 ,3314 ,8493 ,14718 ,4689 ,3781 ,5719
3617 ,עופרה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3272 ,316 ,852 ,1264 ,335 ,243 ,262
3618 ,אלעזר ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2901 ,307 ,804 ,1066 ,355 ,197 ,172
3619 ,רועי ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,165 ,9 ,27 ,54 ,27 ,8 ,40
3620 ,נערן ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,156 ,30 ,34 ,71 ,13 ,4 ,4
3638 ,כפר אדומים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,5210 ,553 ,1636 ,1858 ,569 ,317 ,277
3639 ,ורד יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,432 ,28 ,131 ,140 ,68 ,22 ,43
3640 ,קרני שומרון ,73 ,טול כרם ,48 ,אריאל ,0 , ,11033 ,1306 ,3005 ,3966 ,883 ,658 ,1215
3641 ,שילה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,6143 ,1114 ,2358 ,2045 ,304 ,123 ,199
3643 ,חיננית ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,1987 ,246 ,697 ,683 ,185 ,99 ,77
3644 ,גבעון החדשה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1234 ,114 ,186 ,467 ,100 ,146 ,221
3645 ,בית הערבה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,422 ,58 ,146 ,157 ,44 ,11 ,6
3646 ,חמדת ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,385 ,51 ,146 ,136 ,38 ,14 ,0
3647 ,יקיר ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2972 ,392 ,1053 ,1042 ,255 ,97 ,133
3648 ,מתתיהו ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1003 ,125 ,299 ,368 ,85 ,42 ,84
3649 ,שקד ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,1188 ,113 ,363 ,405 ,138 ,68 ,101
3650 ,אפרת ,76 ,בית לחם ,11 ,ירושלים ,0 , ,13600 ,1325 ,4071 ,4836 ,1125 ,846 ,1397
3651 ,מעלה מכמש ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2252 ,309 ,723 ,822 ,188 ,125 ,85
3652 ,בית אריה ,74 ,ראמאללה ,349 ,ראש העין ,0 , ,6030 ,425 ,1462 ,2124 ,890 ,564 ,565
3653 ,מעלה עמוס ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1423 ,359 ,466 ,510 ,39 ,27 ,22
3654 ,ברקן ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2284 ,158 ,540 ,747 ,380 ,210 ,249
3655 ,ניל"י ,74 ,ראמאללה ,43 ,רמלה ,73 ,מטה בנימין ,2271 ,152 ,672 ,777 ,332 ,182 ,156
3656 ,כרמל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,678 ,130 ,213 ,236 ,29 ,34 ,36
3657 ,מעון ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,759 ,133 ,272 ,274 ,27 ,36 ,17
3658 ,עטרת ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,783 ,116 ,293 ,270 ,45 ,37 ,22
3659 ,פסגות ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2421 ,434 ,776 ,861 ,160 ,74 ,116
3660 ,עמנואל ,73 ,טול כרם ,349 ,ראש העין ,0 , ,5952 ,1219 ,1788 ,2118 ,310 ,202 ,315
3709 ,מבוא חורון ,74 ,ראמאללה ,43 ,רמלה ,73 ,מטה בנימין ,2702 ,286 ,1039 ,897 ,296 ,75 ,109
3710 ,ברכה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,3359 ,573 ,1305 ,1140 ,191 ,67 ,83
3712 ,ענב ,73 ,טול כרם ,41 ,נתניה ,72 ,שומרון ,1306 ,217 ,474 ,429 ,60 ,37 ,89
3713 ,נעמ"ה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,340 ,59 ,82 ,141 ,11 ,14 ,33
3715 ,עלמון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1535 ,118 ,392 ,574 ,190 ,140 ,121
3717 ,חרמש ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,301 ,23 ,56 ,96 ,36 ,35 ,55
3719 ,תלם ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,667 ,117 ,249 ,239 ,34 ,17 ,11
3722 ,אשכולות ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,629 ,37 ,191 ,222 ,94 ,57 ,28
3723 ,פני חבר ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,635 ,105 ,256 ,196 ,37 ,28 ,13
3724 ,נגוהות ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,651 ,134 ,236 ,235 ,42 ,2 ,2
3725 ,נווה דניאל ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2790 ,272 ,784 ,1047 ,280 ,197 ,210
3726 ,נוקדים ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,3537 ,574 ,1195 ,1241 ,265 ,112 ,150
3727 ,עלי זהב ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,5719 ,1002 ,2401 ,1887 ,291 ,73 ,65
3730 ,גבעת זאב ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,25137 ,3862 ,7475 ,8902 ,1635 ,1232 ,2031
3743 ,טנא ,77 ,חברון ,62 ,באר שבע ,78 ,הר חברון ,1167 ,146 ,450 ,388 ,92 ,39 ,52
3744 ,ברוכין ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2793 ,575 ,1111 ,923 ,157 ,5 ,22
3745 ,מצדות יהודה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,749 ,126 ,250 ,259 ,32 ,35 ,47
3746 ,קרית נטפים ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,1061 ,167 ,368 ,384 ,82 ,30 ,30
3747 ,דולב ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1680 ,224 ,538 ,618 ,119 ,98 ,83
3748 ,עתניאל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,957 ,122 ,307 ,385 ,58 ,53 ,32
3749 ,יצהר ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,2618 ,617 ,996 ,848 ,106 ,31 ,20
3750 ,אלפי מנשה ,73 ,טול כרם ,349 ,ראש העין ,0 , ,8647 ,468 ,1992 ,2817 ,1471 ,779 ,1120
3751 ,מגדלים ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,803 ,197 ,241 ,291 ,35 ,20 ,19
3752 ,מעלה לבונה ,74 ,ראמאללה ,48 ,אריאל ,73 ,מטה בנימין ,1018 ,211 ,283 ,381 ,48 ,43 ,52
3754 ,אספר ,77 ,חברון ,11 ,ירושלים ,76 ,גוש עציון ,1539 ,373 ,555 ,522 ,42 ,23 ,24
3756 ,סוסיה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,1736 ,304 ,566 ,651 ,76 ,76 ,63
3759 ,אדורה ,77 ,חברון ,13 ,בית שמש ,78 ,הר חברון ,613 ,88 ,225 ,218 ,32 ,27 ,23
3760 ,אורנית ,73 ,טול כרם ,349 ,ראש העין ,0 , ,10162 ,624 ,2536 ,3310 ,1567 ,937 ,1188
3762 ,איתמר ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1705 ,317 ,605 ,579 ,92 ,64 ,48
3763 ,גבע בנימין ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,6420 ,721 ,1849 ,2421 ,669 ,375 ,385
3764 ,חגי ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,895 ,164 ,309 ,323 ,47 ,35 ,17
3765 ,עלי ,72 ,שכם ,48 ,אריאל ,73 ,מטה בנימין ,4750 ,810 ,1456 ,1773 ,347 ,170 ,194
3766 ,כרמי צור ,77 ,חברון ,11 ,ירושלים ,76 ,גוש עציון ,1110 ,111 ,393 ,428 ,99 ,47 ,32
3767 ,נחליאל ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,894 ,164 ,336 ,306 ,30 ,31 ,27
3768 ,פדואל ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2312 ,277 ,829 ,830 ,200 ,99 ,77
3769 ,הר אדר ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,4416 ,220 ,952 ,1376 ,723 ,517 ,628
3770 ,חשמונאים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2966 ,270 ,517 ,1148 ,237 ,339 ,455
3777 ,סנסנה ,77 ,חברון ,62 ,באר שבע ,78 ,הר חברון ,860 ,117 ,334 ,307 ,96 ,6 ,0
3779 ,כוכב יעקב ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3720 ,502 ,988 ,1487 ,289 ,235 ,219
3780 ,ביתר עילית ,76 ,בית לחם ,11 ,ירושלים ,0 , ,74302 ,14201 ,27232 ,25357 ,4515 ,1679 ,1318
3781 ,קדר ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1640 ,161 ,372 ,632 ,230 ,152 ,93
3782 ,רותם ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,316 ,49 ,115 ,109 ,35 ,8 ,0
3784 ,שמעה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,1106 ,225 ,373 ,371 ,58 ,44 ,35
3785 ,משכיות ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,393 ,84 ,177 ,119 ,11 ,2 ,0
3786 ,אבנת ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,301 ,55 ,124 ,102 ,20 ,0 ,0
3787 ,נעלה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2975 ,204 ,915 ,982 ,530 ,165 ,179
3788 ,טלמון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,6282 ,918 ,2465 ,2135 ,511 ,205 ,48
3790 ,נופים ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,1534 ,252 ,487 ,539 ,103 ,70 ,83
3791 ,צופים ,73 ,טול כרם ,42 ,פתח תקוה ,72 ,שומרון ,2911 ,347 ,847 ,1042 ,323 ,184 ,168
3793 ,אבני חפץ ,73 ,טול כרם ,41 ,נתניה ,72 ,שומרון ,2711 ,430 ,757 ,1076 ,208 ,171 ,69
3794 ,בת עין ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2048 ,351 ,616 ,740 ,146 ,89 ,106
3795 ,רבבה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,3346 ,462 ,1264 ,1176 ,308 ,111 ,25
3796 ,כפר האורנים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2369 ,56 ,511 ,875 ,436 ,371 ,120
3797 ,מודיעין עילית ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,91871 ,17645 ,37535 ,28743 ,5407 ,1335 ,1206
3815 ,תל ציון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,7414 ,1640 ,2626 ,2551 ,411 ,76 ,110
3822 ,רחלים ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1289 ,258 ,537 ,437 ,46 ,6 ,5
3823 ,גני מודיעין ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3689 ,431 ,1063 ,1446 ,304 ,211 ,234
